Nombre;Tipo de evento;Fecha inicio evento;Lenguajes del evento;Nombre lugar;Municipio;Pais
Elkarrekin - Together;Proyeccion audiovisual;26/10/2018;Euskera;Aula Fundacion Vital;Vitoria-Gasteiz;Espanya
Elkarrekin - Together;Proyeccion audiovisual;14/02/2018;Euskera / Espanyol;Santa Ana Udal Antzokia;onyati;Espanya
Elkarrekin bizitzen ikasi, tertulia con Iban Zaldua, Eider Rodriguez, Harkaitz Cano y Edurne Portela;Conferencia;25/04/2018;Euskera;Casa de Cultura Ignacio Aldecoa;Vitoria-Gasteiz;Espanya
Emart 2018: Sesiones de arte en la calle;otros;15/04/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Emeek emana, exposicion sobre la memoria historica desde la perspectiva de las mujeres;Exposicion;02/03/2018;Euskera / Espanyol;Centro Cultural Montehermoso;Vitoria-Gasteiz;Espanya
Empieza el espectaculo. Georges Meliès y el cine de 1900;Exposicion;09/10/2018;Espanyol;Plaza de la Virgen Blanca;Vitoria-Gasteiz;Espanya
En busca de la ciudad perdida;Proyeccion audiovisual;25/10/2018;Espanyol;Aula Fundacion Vital;Vitoria-Gasteiz;Espanya
En las nubes;Actividad infantil;29/12/2018;Espanyol;Teatro Federico Garcia Lorca;Vitoria-Gasteiz;Espanya
En Tol Sarmiento (E.T.S.): AmETSetan;Presentacion;21/01/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
En torno a Unofficial Tourism;Conferencia;18/10/2018;Espanyol;Centro Sociocultural de Atauri;Vitoria-Gasteiz;Espanya
Enaren kontuak;Actividad infantil;30/12/2018;Euskera;Felix Petite Antzokia;Vitoria-Gasteiz;Espanya
Encore plus;Teatro;09/06/2018;Espanyol;Plaza Juan de Ayala;Vitoria-Gasteiz;Espanya
Encuentro con el artista Zigor Barayazarra;Conferencia;12/06/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentro con la artista Anabel Quincoces;Conferencia;22/03/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentro con la artista Gema Intxausti;Conferencia;15/02/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentro con la artista June Crespo;Conferencia;23/05/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentro con la artista Miriam Isasi;Conferencia;10/04/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentro de profesionales: La danza en Alava;Jornada;05/06/2018;Espanyol;Conservatorio Municipal de Danza Jose Urunyuela - (Bar Kubrick);Vitoria-Gasteiz;Espanya
Encuentro musical con Zurinye Hidalgo e Iker Villa;Conferencia;27/11/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Encuentros con artistas: Mauro Entrialgo;Conferencia;20/09/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentros con artistas: Mirari Echavarri;Conferencia;20/11/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentros de Centros de Documentacion de Arte Contemporaneo 2018;otros;24/10/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentros Fotograficos de las Agrupaciones Fotograficas del Pais Vasco y Navarra 2018;Jornada;10/11/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Encuentros sobre documentacion 2018;Jornada;24/10/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Eneritz Furyak;Concierto;18/11/2018;Euskera;Escuela Municipal de Musica Luis Aramburu;Vitoria-Gasteiz;Espanya
Ensemble AZ: Creacion sonora a partir del texto La casa de Bernarda Alba de Lorca;Concierto;20/04/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Ensemble Espai Sonor;Concierto;01/11/2018;Espanyol;Conservatorio de Musica Jesus Guridi;Vitoria-Gasteiz;Espanya
Ensemble Sinkro;Concierto;24/11/2018;Espanyol;Conservatorio de Musica Jesus Guridi;Vitoria-Gasteiz;Espanya
Envà;Teatro;09/06/2018;Espanyol;Plaza del Arca;Vitoria-Gasteiz;Espanya
Enyaut Elorrieta & Kaabestri String Ensemble: Harian;Concierto;18/11/2018;Euskera;Santa Ana Udal Antzokia;onyati;Espanya
EraBatera;Concierto;29/11/2018;Euskera;Sala Jimmy Jazz;Vitoria-Gasteiz;Espanya
Eraldaketa. SortzaileoN afera: Ane Rodriguez;Conferencia;17/03/2018;Euskera;ARTGIA Sorgune Aretoa;Vitoria-Gasteiz;Espanya
Eraul;Concierto;30/01/2018;Euskera;Parral Taberna;Vitoria-Gasteiz;Espanya
Ergela;Teatro;09/02/2018;Euskera;Santa Ana Udal Antzokia;onyati;Espanya
Eric Gales;Concierto;23/11/2018;Ingles;Helldorado;Vitoria-Gasteiz;Espanya
Erika Liquete: Gure Amalurra;Actividad infantil;17/10/2018;Euskera;Biblioteca de Zabalgana;Vitoria-Gasteiz;Espanya
Erlauntza;Teatro;15/11/2018;Euskera;Felix Petite Antzokia;Vitoria-Gasteiz;Espanya
Erradikalak gara;Bertsolarismo;12/01/2018;Euskera;Errekaleor;Vitoria-Gasteiz;Espanya
Errege bezperako bertso-saioa onyatin;Bertsolarismo;05/01/2018;Euskera;Zubikoa pilotalekua;onyati;Espanya
Errementari;Conferencia;30/05/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Errementari (preestreno);Proyeccion audiovisual;26/02/2018;Euskera;Cines Florida;Vitoria-Gasteiz;Espanya
Errementari filma eta Arabako euskara;Conferencia;30/05/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Erritu;Danza;09/11/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Escribir con los 5 sentidos: el olfato;Curso-taller;22/11/2018;Espanyol;Biblioteca Arriaga;Vitoria-Gasteiz;Espanya
Escribir con los 5 sentidos: la vista;Curso-taller;13/12/2018;Espanyol;Biblioteca El Pilar;Vitoria-Gasteiz;Espanya
Eskilarapeko Soinuak: Ni;Concierto;31/05/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Eskilarapeko Soinuak: olatz Salvador;Concierto;26/04/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Esku harriak: oteizaren (h)aria;Danza;03/12/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Esne Beltza + Los Zopilotes Txirriaos;Concierto;14/08/2018;Euskera;Herriko plaza;Manyaria;Espanya
Espacio Monta titeres;Actividad infantil;15/07/2018;Espanyol;Santa Maria plaza;Vitoria-Gasteiz;Espanya
Especialidad Universitaria: Itzulpengintza eta Teknologia - UPV-EHU;Curso-taller;01/10/2018;Euskera;UPV/EHU. Facultad de Letras;Vitoria-Gasteiz;Espanya
Espectaculo Coro coco;Actividad infantil;18/03/2018;Espanyol;KunArte;Vitoria-Gasteiz;Espanya
Espectaculo de signo danza con Arimux;Danza;24/11/2018;Espanyol;Centro Civico Aldabe;Vitoria-Gasteiz;Espanya
Espectaculo Un trocito de luna;Actividad infantil;11/03/2018;Espanyol;KunArte;Vitoria-Gasteiz;Espanya
Espectaculos musicales en Gasteiz para la Navidad 2018-2019;Concierto;21/12/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Espia a una mujer que se mata;Teatro;17/11/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Esto no es la casa de Bernarda Alba;Teatro;19/10/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Estrella;Actividad infantil;18/02/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Estrella;Actividad infantil;21/10/2018;Euskera;Santa Ana Udal Antzokia;onyati;Espanya
ETS (En Tol sarmiento) + Guda Dantza + DJ Loro;Concierto;14/07/2018;Euskera;Zabalgana auzoa;Vitoria-Gasteiz;Espanya
Etxea / Casa / Home;Teatro;08/06/2018;Espanyol;Plaza del Arca;Vitoria-Gasteiz;Espanya
Euria;Actividad infantil;28/01/2018;Espanyol;Santa Ana Udal Antzokia;onyati;Espanya
Europa en 8 bits;Proyeccion audiovisual;02/08/2018;Espanyol;Jardin de Falerina;Vitoria-Gasteiz;Espanya
Europa Galante;Concierto;16/02/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Euskal Herriko Dantzari Eguna 2018;Danza;06/10/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Euskal Herriko Gazte orkestra (EGo): Gira de conciertos de la temporada invierno;Concierto;03/01/2018;Espanyol;Bilbao, Donostia y Vitoria;Vitoria-Gasteiz;Espanya
Euskaltzaletasuna eta feminismoa: zer ikasi, hura elikatu;Curso-taller;30/01/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Euskara batuaren helduaroa;Curso-taller;21/06/2018;Euskera;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Euskaraldia 2018;otros;23/11/2018;Euskera;Por todo el territorio del euskera;Vitoria-Gasteiz;Espanya
Exhibicion de danzas: Adurtza Dantza Taldea (Adurtzako Jaiak 2018);otros;31/07/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Exhibicion de Free Style;otros;23/02/2018;Espanyol;Fronton de la Plaza de los Fueros;Vitoria-Gasteiz;Espanya
Experiencia de dibujo en realidad virtual con CATSULA;Actividad infantil;03/02/2018;Espanyol;Plaza san Miguel. c/Correria;Vitoria-Gasteiz;Espanya
Experiencia de dibujo en realidad virtual y espacio creativo abierto en Vitoria-Gasteiz;Conferencia;03/02/2018;Espanyol;Plaza San Miguel (C/ Correria);Vitoria-Gasteiz;Espanya
Experiencias artisticas en familia: Taller Txokolarte;Actividad infantil;03/02/2018;Espanyol;KunArte;Vitoria-Gasteiz;Espanya
Experiencias artisticas en familia: Taller Txokolarte (KunArte);Actividad infantil;24/03/2018;Euskera / Espanyol;KunArte;Vitoria-Gasteiz;Espanya
Exposicion 3 de marzo. De la huelga a la matanza;Exposicion;09/01/2018;Espanyol;Centro Civico Salburua;Vitoria-Gasteiz;Espanya
Exposicion de Carlos Marcote;Exposicion;06/07/2018;Espanyol;Centro Cultural Montehermoso;Vitoria-Gasteiz;Espanya
Exposicion de carteles de teatro polaco;Exposicion;19/06/2018;Espanyol;Enebada!;Vitoria-Gasteiz;Espanya
Exposicion de esculturas de Dora Salazar;Exposicion;03/03/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Exposicion de fotografia del festival Beratu 2018;Exposicion;03/12/2018;Espanyol;Eltzia;onyati;Espanya
Exposicion de fotografia: Historias de Bendanya;Exposicion;13/11/2018;Espanyol;BIBAT. Museo Fournier de Naipes de Alava;Vitoria-Gasteiz;Espanya
Exposicion de fotografias antiguas del Teatro Principal de Gasteiz;Exposicion;01/11/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
Exposicion de fotografias antiguas del Teatro Principal de Gasteiz;Exposicion;01/09/2018;Espanyol;Bar El Camerino. San Prudencio 26;Vitoria-Gasteiz;Espanya
Exposicion de ilustracion de Inyaki Zorrakin;Exposicion;17/05/2018;Espanyol;Museo de Ciencias Naturales de Alava;Vitoria-Gasteiz;Espanya
Exposicion de las fotografias seleccionadas en el concurso Photoformas;Exposicion;09/03/2018;Espanyol;Escuela de Artes y oficios;Vitoria-Gasteiz;Espanya
Exposicion de los textos ganadores en el IV Concurso de Nanorrelatos para jovenes;Exposicion;15/07/2018;Euskera / Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion de los textos ganadores en el IV Concurso de Nanorrelatos para jovenes;Exposicion;01/07/2018;Euskera / Espanyol;Centro civico Zabalgana;Vitoria-Gasteiz;Espanya
Exposicion de los textos ganadores en el IV Concurso de Nanorrelatos para jovenes;Exposicion;20/06/2018;Euskera / Espanyol;Centro Civico Salburua;Vitoria-Gasteiz;Espanya
Exposicion de los trabajos de los cursos infantiles de pintura;Exposicion;14/05/2018;Espanyol;Casa de Cultura de onyati;onyati;Espanya
Exposicion de los trabajos de Mikel Valverde y de los trabajos presentados al concurso Crash Comic;Exposicion;15/11/2018;Espanyol;ZAS Kultur Espazioa;Vitoria-Gasteiz;Espanya
Exposicion de los trabajos del curso de ceramica;Exposicion;13/11/2018;Espanyol;Casa de Cultura Ignacio Aldecoa;Vitoria-Gasteiz;Espanya
Exposicion de los trabajos del curso de dibujo y pintura infantil de Judimendi;Exposicion;30/06/2018;Espanyol;Centro Civico Judimendi;Vitoria-Gasteiz;Espanya
Exposicion de Manu Perez de Arrilucea, Ievgen Artamonov, Francisco Arguello y Jose Antonio Larrauri;Exposicion;07/09/2018;Euskera;Enebada!;Vitoria-Gasteiz;Espanya
Exposicion de obras del Certamen Arte Vital 2018;Concurso;28/05/2018;Espanyol;Sala Luis de Ajuria;Vitoria-Gasteiz;Espanya
Exposicion de pintura de Enri Garo;Exposicion;13/01/2018;Espanyol;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Exposicion de pintura de Javier Sagarzazu;Exposicion;03/04/2018;Espanyol;Sala Luis de Ajuria;Vitoria-Gasteiz;Espanya
Exposicion de pinturas de Pedro Mari Perez Garcia;Exposicion;06/03/2018;Espanyol;Sala Luis de Ajuria;Vitoria-Gasteiz;Espanya
Exposicion de trabajos del Concurso de Carteles para las Fiestas de la Virgen Blanca 2018;Exposicion;09/07/2018;Espanyol;centros civicos de Lakua, Iparralde y Judimendi;Vitoria-Gasteiz;Espanya
Exposicion de Valentin Arana;Exposicion;06/02/2018;Espanyol;Sala Luis de Ajuria;Vitoria-Gasteiz;Espanya
Exposicion en homenaje a Jerardo Elortza;Exposicion;01/06/2018;Espanyol;Casa de Cultura de onyati;onyati;Espanya
Exposicion enebada!;Exposicion;16/02/2018;Euskera;Enebada!;Vitoria-Gasteiz;Espanya
Exposicion Eraldaketa: SortzaileoN afera;Exposicion;14/09/2018;Euskera;Centro Cultural Montehermoso;Vitoria-Gasteiz;Espanya
Exposicion escultorica: Zorroztarri;Exposicion;02/05/2018;Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;31/07/2018;Espanyol;Centro Civico Ibaiondo;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;12/07/2018;Espanyol;Centro Civico Hegoalde;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;20/07/2018;Espanyol;Centro Civico Salburua;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;27/06/2018;Espanyol;Centro Civico Iparralde;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;04/07/2018;Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;18/06/2018;Espanyol;Centro Civico Lakua;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;07/06/2018;Espanyol;Centro Civico Judimendi;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;28/05/2018;Espanyol;Centro civico Zabalgana;Vitoria-Gasteiz;Espanya
Exposicion FotoArte 2018;Exposicion;17/05/2018;Espanyol;Centro Civico Ibaiondo;Vitoria-Gasteiz;Espanya
Exposicion fotografia: Fotoperiodismo para la inclusion;Exposicion;01/12/2018;Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion fotografica del alumnado de cursos de fotografia en Centros Civicos;Exposicion;17/07/2018;Espanyol;Centro civico Zabalgana;Vitoria-Gasteiz;Espanya
Exposicion fotografica del alumnado de cursos de fotografia en Centros Civicos;Exposicion;05/06/2018;Espanyol;Centro Civico Hegoalde;Vitoria-Gasteiz;Espanya
Exposicion fotografica del alumnado de los centros civicos de Vitoria-Gasteiz;Exposicion;22/05/2018;Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;05/04/2018;Espanyol;Centro Civico Ibaiondo;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;22/03/2018;Espanyol;Centro Civico El Pilar;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;22/02/2018;Espanyol;Centro Civico Iparralde;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;08/03/2018;Espanyol;Centro Civico Salburua;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;25/01/2018;Espanyol;Centro civico Zabalgana;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;08/02/2018;Espanyol;Centro Civico Judimendi;Vitoria-Gasteiz;Espanya
Exposicion fotografica Deportistas discapacitados. La silla va pegada a mi culo, no en mi cabeza;Exposicion;11/01/2018;Espanyol;Centro Civico Hegoalde;Vitoria-Gasteiz;Espanya
Exposicion fotografica Gaitania, territorio de paz y agua;Exposicion;28/06/2018;Espanyol;Centro Civico Lakua;Vitoria-Gasteiz;Espanya
Exposicion fotografica Gaitania, territorio de paz y agua;Exposicion;10/06/2018;Espanyol;Centro Civico Iparralde;Vitoria-Gasteiz;Espanya
Exposicion fotografica Gaitania, territorio de paz y agua;Exposicion;19/06/2018;Espanyol;Centro Civico Hegoalde;Vitoria-Gasteiz;Espanya
Exposicion fotografica: Mujeres y ninyas en africa;Exposicion;03/04/2018;Espanyol;Centro Civico Salburua;Vitoria-Gasteiz;Espanya
Exposicion fotografica: Mujeres y ninyas en africa;Exposicion;01/03/2018;Espanyol;Centro Civico Judimendi;Vitoria-Gasteiz;Espanya
Exposicion fotografica: Peaton, ciclista, que no te atraviesen tu vida;Exposicion;25/04/2018;Espanyol;Centro Civico Ibaiondo;Vitoria-Gasteiz;Espanya
Exposicion Gasteiztarrak Arraun The World 2018;Exposicion;10/10/2018;Espanyol;oihaneder Euskararen Etxea (Gasteizko Kafe Antzokia);Vitoria-Gasteiz;Espanya
Exposicion Gazte Klik Klak 2018;Exposicion;05/12/2018;Espanyol;ZAS Kultur Espazioa;Vitoria-Gasteiz;Espanya
Exposicion Los derechos humanos no tienen fronteras Un ejemplo de paz para Colombia;Exposicion;05/01/2018;Espanyol;Centro Civico Iparralde;Vitoria-Gasteiz;Espanya
Exposicion resultante del XVII concurso fotografico Un mundo para todos, superacion de las discapacidades de la oNCE;Exposicion;03/09/2018;Espanyol;Sala Fundacion Vital;Vitoria-Gasteiz;Espanya
Exposicion: Escort, putas y clientes;Exposicion;13/04/2018;Espanyol;¶Espazioa;Vitoria-Gasteiz;Espanya
Ez Dok Hiru. Euskal musikaren benetako istorioa (akustikoa);Teatro;03/12/2018;Euskera;Santa Ana Udal Antzokia;onyati;Espanya
Ezberdin bezain eder;Actividad infantil;21/11/2018;Euskera;Biblioteca de Salburua;Vitoria-Gasteiz;Espanya
Ezberdin bezain eder;Actividad infantil;06/11/2018;Euskera;Biblioteca Arriaga;Vitoria-Gasteiz;Espanya
Facu Diaz: Pido Disculpas;Teatro;20/05/2018;Espanyol;Sala Jimmy Jazz;Vitoria-Gasteiz;Espanya
Fahrenheit 451;Proyeccion audiovisual;07/03/2018;Espanyol;Centro Cultural Montehermoso;Vitoria-Gasteiz;Espanya
FamiliArtium: Que ocurre en la oscuridad?;Actividad infantil;20/01/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
FamiliArtium: La fotografia como huella de luz;Actividad infantil;12/05/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
FamiliArtium: LooP. La repeticion como via de acceso a la creacion sonora experimental;Actividad infantil;21/04/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Fantomas Gaua: Arenna + Pajaro 1 Pajaro 2 + La Reverso + Dummies + Roto (Bat);Concierto;09/06/2018;Espanyol;Helldorado;Vitoria-Gasteiz;Espanya
Far West;Actividad infantil;30/12/2018;Euskera;Polideportivo de Mendizorrotza;Vitoria-Gasteiz;Espanya
Feminismotik literaturaren plazara sartu ginenekoa, tertulia entre Danele Sarriugarte y Kattalin Miner;Conferencia;10/04/2018;Euskera;Palacio de Villa Suso;Vitoria-Gasteiz;Espanya
Feria de Libreros Alaveses 2018;Feria;25/05/2018;Espanyol;plaza Celedones de oro;Vitoria-Gasteiz;Espanya
Feria del Libro de Vitoria-Gasteiz 2018;Feria;21/04/2018;Espanyol;Plaza de Espanya;Vitoria-Gasteiz;Espanya
Fermin Muguruza eta The Suicide of Western Culture + La Furia;Concierto;11/05/2018;Euskera / Espanyol;Sala Jimmy Jazz;Vitoria-Gasteiz;Espanya
Festival Beratu 2018;Festivales (Gazteinformazioa);18/03/2018;Espanyol;;onyati;Espanya
Festival de Jazz De Vitoria-Gasteiz 2018;Festivales (Gazteinformazioa);17/07/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Festival de organo de Alava 2018: Daniel oyarzabal + Joan Castello;Concierto;27/07/2018;Espanyol;Iglesia del Convento del Carmen;Vitoria-Gasteiz;Espanya
Festival Internacional de Cine Invisible Film Sozialak  2018 (en Vitoria-Gasteiz);Festivales (Gazteinformazioa);22/10/2018;Espanyol;Cines Florida;Vitoria-Gasteiz;Espanya
Festival Internacional de Teatro de Vitoria-Gasteiz 2018;Festivales (Gazteinformazioa);05/10/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
FesTVal 2018 - Festival de Radio y TV de Vitoria-Gasteiz;Festivales (Gazteinformazioa);03/09/2018;Espanyol;Teatro Principal de Gasteiz;Vitoria-Gasteiz;Espanya
FICMA - Festival Internacional de Cine de Medio Ambiente;Festivales (Gazteinformazioa);09/01/2018;Espanyol;Artium;Vitoria-Gasteiz;Espanya
Fiesta de los huesos, exposicion de fotografias de Borja Lazaro;Exposicion;18/05/2018;Espanyol;Centro Cultural Montehermoso;Vitoria-Gasteiz;Espanya
Fiesta del euskera en el centro civico Iparralde;otros;30/11/2018;Espanyol;Centro Civico Iparralde;Vitoria-Gasteiz;Espanya
Fiestas de Abetxuko 2018;otros;28/04/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de Adurza 2018;otros;05/07/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de El Pilar 2018 en Vitoria-Gasteiz;otros;05/10/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de Gazalbide-Txagorritxu 2018;otros;04/06/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de Ipararriaga 2018;otros;22/06/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de Judimendi 2018;otros;21/06/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz;otros;04/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 4 de agosto;otros;04/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 5 de agosto;otros;05/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 6 de agosto;otros;06/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 7 de agosto;otros;07/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 8 de agosto;otros;08/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de la Blanca 2018 en Vitoria-Gasteiz: programa 9 de agosto;otros;09/08/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de olara 2018, en onyati;otros;08/06/2018;Espanyol;;onyati;Espanya
Fiestas de Salburua 2018;otros;11/09/2018;Espanyol;;Vitoria-Gasteiz;Espanya
Fiestas de San Cristobal 2018 de Vitoria-Gasteiz;otros;13/07/2018;Euskera / Espanyol;Jardines Maurice Ravel;Vitoria-Gasteiz;Espanya
